year,province,municipality,name,production [t],harvested area [ha],yield [kg/ha]
2012,buenos aires,rojas,buenos aires rojas,50875,13750,3700
2013,buenos aires,rojas,buenos aires rojas,63000,15000,4200
2014,buenos aires,rojas,buenos aires rojas,63000,15000,4200
2015,buenos aires,rojas,buenos aires rojas,84550,16910,5000
2016,buenos aires,rojas,buenos aires rojas,149200,29840,5000
2017,buenos aires,rojas,buenos aires rojas,140088,26940,5200
2018,buenos aires,rojas,buenos aires rojas,160000,32000,5000
2019,buenos aires,rojas,buenos aires rojas,130900,29750,4400
2020,buenos aires,rojas,buenos aires rojas,159600,42000,3800
2021,buenos aires,rojas,buenos aires rojas,193600,44000,4400
1969,buenos aires,roque perez,buenos aires roque perez,12000,7500,1600
1970,buenos aires,roque perez,buenos aires roque perez,11600,7000,1657
1971,buenos aires,roque perez,buenos aires roque perez,7500,5000,1500
1972,buenos aires,roque perez,buenos aires roque perez,9100,6500,1400
1973,buenos aires,roque perez,buenos aires roque perez,1100,1000,1100
1974,buenos aires,roque perez,buenos aires roque perez,6000,4000,1500
1975,buenos aires,roque perez,buenos aires roque perez,4000,2500,1600
1976,buenos aires,roque perez,buenos aires roque perez,5250,3500,1500
1977,buenos aires,roque perez,buenos aires roque perez,3050,2500,1220
1978,buenos aires,roque perez,buenos aires roque perez,3600,3000,1200
1979,buenos aires,roque perez,buenos aires roque perez,4000,4000,1000
1980,buenos aires,roque perez,buenos aires roque perez,700,500,1400
1981,buenos aires,roque perez,buenos aires roque perez,20000,14000,1429
1982,buenos aires,roque perez,buenos aires roque perez,10400,8000,1300
1983,buenos aires,roque perez,buenos aires roque perez,10800,6000,1800
1984,buenos aires,roque perez,buenos aires roque perez,24000,10000,2400
1985,buenos aires,roque perez,buenos aires roque perez,2040,1700,1200
1986,buenos aires,roque perez,buenos aires roque perez,2800,2000,1400
1987,buenos aires,roque perez,buenos aires roque perez,1450,900,1611
1988,buenos aires,roque perez,buenos aires roque perez,2000,900,2222
1989,buenos aires,roque perez,buenos aires roque perez,7200,4000,1800
1990,buenos aires,roque perez,buenos aires roque perez,10600,4800,2208
1991,buenos aires,roque perez,buenos aires roque perez,6600,3000,2200
1992,buenos aires,roque perez,buenos aires roque perez,5300,2400,2208
1993,buenos aires,roque perez,buenos aires roque perez,5000,2500,2000
1994,buenos aires,roque perez,buenos aires roque perez,18000,6000,3000
1995,buenos aires,roque perez,buenos aires roque perez,15000,6000,2500
1996,buenos aires,roque perez,buenos aires roque perez,33300,9000,3700
1997,buenos aires,roque perez,buenos aires roque perez,18900,6300,3000
1998,buenos aires,roque perez,buenos aires roque perez,22400,6400,3500
1999,buenos aires,roque perez,buenos aires roque perez,27000,8500,3176
2000,buenos aires,roque perez,buenos aires roque perez,19900,7100,2803
2001,buenos aires,roque perez,buenos aires roque perez,6200,3420,1813
2002,buenos aires,roque perez,buenos aires roque perez,7810,3720,2099
